rep,year,week,sero,disease,rate,type,total_pop,n_infected,n_symptomatic,actual_sero,elim,a_mort,j_mort
1,1,46,0.0,0.0,1,propagule,1505,0,0,0.023255813953488372,True,0.001,0.015
1,1,47,0.0,0.0,1,propagule,1502,0,0,0.02529960053262317,True,0.001,0.015
1,1,48,0.0,0.0,1,propagule,1464,0,0,0.025956284153005466,True,0.001,0.015
1,1,49,0.0,0.0,1,propagule,1472,0,0,0.027853260869565216,True,0.001,0.015
1,1,50,0.0,0.0,1,propagule,1455,0,0,0.030240549828178694,True,0.001,0.015
1,1,51,0.0,0.0,1,propagule,1450,0,0,0.03103448275862069,True,0.001,0.015
1,1,52,0.0,0.0,1,propagule,1424,0,0,0.03089887640449438,True,0.001,0.015
1,2,1,0.0,0.0,1,propagule,1422,0,0,0.03234880450070324,True,0.001,0.015
1,2,2,0.0,0.0,1,propagule,1399,0,0,0.032165832737669764,True,0.001,0.015
1,2,3,0.0,0.0,1,propagule,1408,0,0,0.036931818181818184,True,0.001,0.015
1,2,4,0.0,0.0,1,propagule,1375,0,0,0.032,True,0.001,0.015
1,2,5,0.0,0.0,1,propagule,1390,0,0,0.03597122302158273,True,0.001,0.015
1,2,6,0.0,0.0,1,propagule,1360,0,0,0.03235294117647059,True,0.001,0.015
1,2,7,0.0,0.0,1,propagule,1356,0,0,0.033185840707964605,True,0.001,0.015
1,2,8,0.0,0.0,1,propagule,1338,0,0,0.033632286995515695,True,0.001,0.015
1,2,9,0.0,0.0,1,propagule,1336,0,0,0.036676646706586824,True,0.001,0.015
1,2,10,0.0,0.0,1,propagule,1317,0,0,0.03416856492027335,True,0.001,0.015
1,2,11,0.0,0.0,1,propagule,1317,0,0,0.03644646924829157,True,0.001,0.015
1,2,12,0.0,0.0,1,propagule,1288,0,0,0.036490683229813664,True,0.001,0.015
1,2,13,0.0,0.0,1,propagule,1282,0,0,0.0390015600624025,True,0.001,0.015
1,2,14,0.0,0.0,1,propagule,1260,0,0,0.0380952380952381,True,0.001,0.015
1,2,15,0.0,0.0,1,propagule,1275,0,0,0.04392156862745098,True,0.001,0.015
1,2,16,0.0,0.0,1,propagule,1241,0,0,0.038678485092667206,True,0.001,0.015
1,2,17,0.0,0.0,1,propagule,1249,0,0,0.04083266613290633,True,0.001,0.015
1,2,18,0.0,0.0,1,propagule,2218,0,0,0.021190261496844005,True,0.001,0.015
1,2,19,0.0,0.0,1,propagule,2213,0,0,0.021690013556258474,True,0.001,0.015
1,2,20,0.0,0.0,1,propagule,2165,0,0,0.021247113163972285,True,0.001,0.015
1,2,21,0.0,0.0,1,propagule,2173,0,0,0.02208927749654855,True,0.001,0.015
1,2,22,0.0,0.0,1,propagule,2132,0,0,0.02204502814258912,True,0.001,0.015
1,2,23,0.0,0.0,1,propagule,2115,0,0,0.021749408983451537,True,0.001,0.015
1,2,24,0.0,0.0,1,propagule,2080,0,0,0.021634615384615384,True,0.001,0.015
1,2,25,0.0,0.0,1,propagule,2069,0,0,0.022716288061865635,True,0.001,0.015
1,2,26,0.0,0.0,1,propagule,2014,0,0,0.021847070506454815,True,0.001,0.015
1,2,27,0.0,0.0,1,propagule,2000,0,0,0.025,True,0.001,0.015
1,2,28,0.0,0.0,1,propagule,1949,0,0,0.022575679835813236,True,0.001,0.015
1,2,29,0.0,0.0,1,propagule,1923,0,0,0.02548101924076963,True,0.001,0.015
1,2,30,0.0,0.0,1,propagule,1922,0,0,0.027055150884495317,True,0.001,0.015
1,2,31,0.0,0.0,1,propagule,1893,0,0,0.02694136291600634,True,0.001,0.015
1,2,32,0.0,0.0,1,propagule,1834,0,0,0.025081788440567066,True,0.001,0.015
1,2,33,0.0,0.0,1,propagule,1819,0,0,0.024189114898295765,True,0.001,0.015
1,2,34,0.0,0.0,1,propagule,1783,0,0,0.0269209197980931,True,0.001,0.015
1,2,35,0.0,0.0,1,propagule,1764,0,0,0.025510204081632654,True,0.001,0.015
1,2,36,0.0,0.0,1,propagule,1738,0,0,0.03279631760644419,True,0.001,0.015
1,2,37,0.0,0.0,1,propagule,1721,0,0,0.03312027890761186,True,0.001,0.015
1,2,38,0.0,0.0,1,propagule,1683,0,0,0.036244800950683304,True,0.001,0.015
1,2,39,0.0,0.0,1,propagule,1671,0,0,0.036505086774386596,True,0.001,0.015
1,2,40,0.0,0.0,1,propagule,1657,0,0,0.03741701870850935,True,0.001,0.015
1,2,41,0.0,0.0,1,propagule,1640,0,0,0.039634146341463415,True,0.001,0.015
1,2,42,0.0,0.0,1,propagule,1627,0,0,0.03872157344806392,True,0.001,0.015
1,2,43,0.0,0.0,1,propagule,1639,0,0,0.06833435021354485,True,0.001,0.015
1,2,44,0.0,0.0,1,propagule,1602,0,0,0.05742821473158552,True,0.001,0.015
1,2,45,0.0,0.0,1,propagule,1596,0,0,0.06077694235588972,True,0.001,0.015
1,2,46,0.0,0.0,1,propagule,1596,0,0,0.06704260651629072,True,0.001,0.015
1,2,47,0.0,0.0,1,propagule,1604,0,0,0.07044887780548628,True,0.001,0.015
1,2,48,0.0,0.0,1,propagule,1592,0,0,0.07474874371859297,True,0.001,0.015
1,2,49,0.0,0.0,1,propagule,1575,0,0,0.07492063492063492,True,0.001,0.015
1,2,50,0.0,0.0,1,propagule,1573,0,0,0.07628734901462174,True,0.001,0.015
1,2,51,0.0,0.0,1,propagule,1577,0,0,0.07292327203551047,True,0.001,0.015
1,2,52,0.0,0.0,1,propagule,1562,0,0,0.07426376440460948,True,0.001,0.015
1,3,1,0.0,0.0,1,propagule,1569,0,0,0.07775653282345443,True,0.001,0.015
1,3,2,0.0,0.0,1,propagule,1540,0,0,0.07597402597402597,True,0.001,0.015
1,3,3,0.0,0.0,1,propagule,1559,0,0,0.08531109685695959,True,0.001,0.015
1,3,4,0.0,0.0,1,propagule,1532,0,0,0.08224543080939947,True,0.001,0.015
1,3,5,0.0,0.0,1,propagule,1534,0,0,0.08604954367666232,True,0.001,0.015
1,3,6,0.0,0.0,1,propagule,1509,0,0,0.08349900596421471,True,0.001,0.015
1,3,7,0.0,0.0,1,propagule,1511,0,0,0.08802117802779616,True,0.001,0.015
1,3,8,0.0,0.0,1,propagule,1489,0,0,0.08529214237743452,True,0.001,0.015
1,3,9,0.0,0.0,1,propagule,1490,0,0,0.08859060402684564,True,0.001,0.015
1,3,10,0.0,0.0,1,propagule,1471,0,0,0.08837525492861999,True,0.001,0.015
1,3,11,0.0,0.0,1,propagule,1478,0,0,0.09539918809201624,True,0.001,0.015
1,3,12,0.0,0.0,1,propagule,1449,0,0,0.0924775707384403,True,0.001,0.015
1,3,13,0.0,0.0,1,propagule,1456,0,0,0.09821428571428571,True,0.001,0.015
1,3,14,0.0,0.0,1,propagule,1431,0,0,0.09433962264150944,True,0.001,0.015
1,3,15,0.0,0.0,1,propagule,1435,0,0,0.0975609756097561,True,0.001,0.015
1,3,16,0.0,0.0,1,propagule,1409,0,0,0.0936834634492548,True,0.001,0.015
1,3,17,0.0,0.0,1,propagule,1420,0,0,0.09929577464788733,True,0.001,0.015
1,3,18,0.0,0.0,1,propagule,3212,0,0,0.040473225404732256,True,0.001,0.015
1,3,19,0.0,0.0,1,propagule,3182,0,0,0.041483343808925204,True,0.001,0.015
1,3,20,0.0,0.0,1,propagule,3105,0,0,0.04057971014492753,True,0.001,0.015
1,3,21,0.0,0.0,1,propagule,3040,0,0,0.042105263157894736,True,0.001,0.015
1,3,22,0.0,0.0,1,propagule,2939,0,0,0.04151071793126914,True,0.001,0.015
1,3,23,0.0,0.0,1,propagule,2914,0,0,0.0425531914893617,True,0.001,0.015
1,3,24,0.0,0.0,1,propagule,2833,0,0,0.04200494175785387,True,0.001,0.015
1,3,25,0.0,0.0,1,propagule,2871,0,0,0.04423545802856148,True,0.001,0.015
1,3,26,0.0,0.0,1,propagule,2798,0,0,0.04431736954967834,True,0.001,0.015
1,3,27,0.0,0.0,1,propagule,2800,0,0,0.04428571428571428,True,0.001,0.015
1,3,28,0.0,0.0,1,propagule,2724,0,0,0.04405286343612335,True,0.001,0.015
1,3,29,0.0,0.0,1,propagule,2732,0,0,0.04648609077598829,True,0.001,0.015
1,3,30,0.0,0.0,1,propagule,2642,0,0,0.045041635124905374,True,0.001,0.015
1,3,31,0.0,0.0,1,propagule,2597,0,0,0.04543704274162495,True,0.001,0.015
1,3,32,0.0,0.0,1,propagule,2536,0,0,0.04652996845425868,True,0.001,0.015
1,3,33,0.0,0.0,1,propagule,2559,0,0,0.047284095349745994,True,0.001,0.015
1,3,34,0.0,0.0,1,propagule,2484,0,0,0.04710144927536232,True,0.001,0.015
1,3,35,0.0,0.0,1,propagule,2449,0,0,0.04695794201714986,True,0.001,0.015
1,3,36,0.0,0.0,1,propagule,2402,0,0,0.050374687760199835,True,0.001,0.015
1,3,37,0.0,0.0,1,propagule,2381,0,0,0.05249895002099958,True,0.001,0.015
1,3,38,0.0,0.0,1,propagule,2335,0,0,0.05139186295503212,True,0.001,0.015
1,3,39,0.0,0.0,1,propagule,2294,0,0,0.05231037489102005,True,0.001,0.015
1,3,40,0.0,0.0,1,propagule,2279,0,0,0.05704256252742431,True,0.001,0.015
1,3,41,0.0,0.0,1,propagule,2249,0,0,0.057803468208092484,True,0.001,0.015
1,3,42,0.0,0.0,1,propagule,2232,0,0,0.05734767025089606,True,0.001,0.015
1,3,43,0.0,0.0,1,propagule,2329,0,0,0.09660798626019751,True,0.001,0.015
1,3,44,0.0,0.0,1,propagule,2234,0,0,0.08504923903312445,True,0.001,0.015
1,3,45,0.0,0.0,1,propagule,2188,0,0,0.08455210237659963,True,0.001,0.015
1,3,46,0.0,0.0,1,propagule,2218,0,0,0.09783588818755636,True,0.001,0.015
1,3,47,0.0,0.0,1,propagule,2200,0,0,0.09772727272727273,True,0.001,0.015
1,3,48,0.0,0.0,1,propagule,2216,0,0,0.10379061371841156,True,0.001,0.015
1,3,49,0.0,0.0,1,propagule,2214,0,0,0.10569105691056911,True,0.001,0.015
1,3,50,0.0,0.0,1,propagule,2215,0,0,0.11602708803611739,True,0.001,0.015
1,3,51,0.0,0.0,1,propagule,2174,0,0,0.11085556577736891,True,0.001,0.015
1,3,52,0.0,0.0,1,propagule,2179,0,0,0.12023864157870583,True,0.001,0.015
1,4,1,0.0,0.0,1,propagule,2144,0,0,0.11893656716417911,True,0.001,0.015
1,4,2,0.0,0.0,1,propagule,2135,0,0,0.12271662763466042,True,0.001,0.015
1,4,3,0.0,0.0,1,propagule,2127,0,0,0.12411847672778561,True,0.001,0.015
1,4,4,0.0,0.0,1,propagule,2109,0,0,0.12707444286391656,True,0.001,0.015
1,4,5,0.0,0.0,1,propagule,2094,0,0,0.12750716332378223,True,0.001,0.015
1,4,6,0.0,0.0,1,propagule,2098,0,0,0.1325071496663489,True,0.001,0.015
1,4,7,0.0,0.0,1,propagule,2081,0,0,0.1273426237385872,True,0.001,0.015
1,4,8,0.0,0.0,1,propagule,2079,0,0,0.1341991341991342,True,0.001,0.015
1,4,9,0.0,0.0,1,propagule,2046,0,0,0.13098729227761485,True,0.001,0.015
1,4,10,0.0,0.0,1,propagule,2038,0,0,0.13444553483807656,True,0.001,0.015
1,4,11,0.0,0.0,1,propagule,2017,0,0,0.13237481408031732,True,0.001,0.015
1,4,12,0.0,0.0,1,propagule,2019,0,0,0.13719663199603765,True,0.001,0.015
1,4,13,0.0,0.0,1,propagule,1990,0,0,0.13417085427135678,True,0.001,0.015
1,4,14,0.0,0.0,1,propagule,1981,0,0,0.1398283695103483,True,0.001,0.015
1,4,15,0.0,0.0,1,propagule,1941,0,0,0.1354971664090675,True,0.001,0.015
1,4,16,0.0,0.0,1,propagule,1940,0,0,0.13917525773195877,True,0.001,0.015
1,4,17,0.0,0.0,1,propagule,1918,0,0,0.1386861313868613,True,0.001,0.015
1,4,18,0.0,0.0,1,propagule,4184,0,0,0.06524856596558318,True,0.001,0.015
1,4,19,0.0,0.0,1,propagule,4078,0,0,0.06351152525747916,True,0.001,0.015
1,4,20,0.0,0.0,1,propagule,4043,0,0,0.06356665842196389,True,0.001,0.015
1,4,21,0.0,0.0,1,propagule,3976,0,0,0.06413480885311872,True,0.001,0.015
1,4,22,0.0,0.0,1,propagule,3936,0,0,0.06453252032520325,True,0.001,0.015
1,4,23,0.0,0.0,1,propagule,3887,0,0,0.06457422176485722,True,0.001,0.015
1,4,24,0.0,0.0,1,propagule,3786,0,0,0.06524035921817221,True,0.001,0.015
1,4,25,0.0,0.0,1,propagule,3730,0,0,0.06648793565683646,True,0.001,0.015
1,4,26,0.0,0.0,1,propagule,3691,0,0,0.06908696830127337,True,0.001,0.015
1,4,27,0.0,0.0,1,propagule,3609,0,0,0.06899418121363259,True,0.001,0.015
1,4,28,0.0,0.0,1,propagule,3549,0,0,0.0695970695970696,True,0.001,0.015
1,4,29,0.0,0.0,1,propagule,3454,0,0,0.06919513607411697,True,0.001,0.015
1,4,30,0.0,0.0,1,propagule,3443,0,0,0.07057798431600348,True,0.001,0.015
1,4,31,0.0,0.0,1,propagule,3333,0,0,0.0708070807080708,True,0.001,0.015
1,4,32,0.0,0.0,1,propagule,3295,0,0,0.07223065250379362,True,0.001,0.015
1,4,33,0.0,0.0,1,propagule,3232,0,0,0.07178217821782178,True,0.001,0.015
1,4,34,0.0,0.0,1,propagule,3186,0,0,0.07281858129315756,True,0.001,0.015
1,4,35,0.0,0.0,1,propagule,3185,0,0,0.07346938775510205,True,0.001,0.015
1,4,36,0.0,0.0,1,propagule,3133,0,0,0.07532716246409192,True,0.001,0.015
1,4,37,0.0,0.0,1,propagule,3120,0,0,0.07916666666666666,True,0.001,0.015
1,4,38,0.0,0.0,1,propagule,3062,0,0,0.07870672762900065,True,0.001,0.015
1,4,39,0.0,0.0,1,propagule,3027,0,0,0.0802775024777007,True,0.001,0.015
1,4,40,0.0,0.0,1,propagule,2980,0,0,0.08087248322147651,True,0.001,0.015
1,4,41,0.0,0.0,1,propagule,2960,0,0,0.08108108108108109,True,0.001,0.015
1,4,42,0.0,0.0,1,propagule,2928,0,0,0.08060109289617487,True,0.001,0.015
1,4,43,0.0,0.0,1,propagule,3064,0,0,0.12924281984334204,True,0.001,0.015
1,4,44,0.0,0.0,1,propagule,2907,0,0,0.11867905056759546,True,0.001,0.015
1,4,45,0.0,0.0,1,propagule,2847,0,0,0.11731647348085704,True,0.001,0.015
1,4,46,0.0,0.0,1,propagule,2854,0,0,0.12193412754029433,True,0.001,0.015
1,4,47,0.0,0.0,1,propagule,2830,0,0,0.12190812720848057,True,0.001,0.015
1,4,48,0.0,0.0,1,propagule,2833,0,0,0.1260148252735616,True,0.001,0.015
1,4,49,0.0,0.0,1,propagule,2823,0,0,0.1275239107332625,True,0.001,0.015
1,4,50,0.0,0.0,1,propagule,2824,0,0,0.13208215297450424,True,0.001,0.015
1,4,51,0.0,0.0,1,propagule,2807,0,0,0.1371571072319202,True,0.001,0.015
1,4,52,0.0,0.0,1,propagule,2809,0,0,0.1431114275542898,True,0.001,0.015
1,5,1,0.0,0.0,1,propagule,2773,0,0,0.144608727010458,True,0.001,0.015
1,5,2,0.0,0.0,1,propagule,2772,0,0,0.14862914862914864,True,0.001,0.015
1,5,3,0.0,0.0,1,propagule,2730,0,0,0.14908424908424908,True,0.001,0.015
1,5,4,0.0,0.0,1,propagule,2729,0,0,0.15060461707585196,True,0.001,0.015
1,5,5,0.0,0.0,1,propagule,2691,0,0,0.1527313266443701,True,0.001,0.015
1,5,6,0.0,0.0,1,propagule,2692,0,0,0.15564635958395245,True,0.001,0.015
1,5,7,0.0,0.0,1,propagule,2646,0,0,0.15532879818594103,True,0.001,0.015
1,5,8,0.0,0.0,1,propagule,2643,0,0,0.1592886870979947,True,0.001,0.015
1,5,9,0.0,0.0,1,propagule,2607,0,0,0.15918680475642502,True,0.001,0.015
1,5,10,0.0,0.0,1,propagule,2608,0,0,0.16142638036809817,True,0.001,0.015
1,5,11,0.0,0.0,1,propagule,2574,0,0,0.16083916083916083,True,0.001,0.015
1,5,12,0.0,0.0,1,propagule,2551,0,0,0.16189729517836143,True,0.001,0.015
1,5,13,0.0,0.0,1,propagule,2517,0,0,0.15852205005959474,True,0.001,0.015
1,5,14,0.0,0.0,1,propagule,2502,0,0,0.16027178257394084,True,0.001,0.015
1,5,15,0.0,0.0,1,propagule,2469,0,0,0.159983799108951,True,0.001,0.015
1,5,16,0.0,0.0,1,propagule,2471,0,0,0.1643059490084986,True,0.001,0.015
1,5,17,0.0,0.0,1,propagule,2444,0,0,0.16366612111292964,True,0.001,0.015
1,5,18,0.0,0.0,1,propagule,5485,0,0,0.07347310847766636,True,0.001,0.015
1,5,19,0.0,0.0,1,propagule,5393,0,0,0.07213053958835527,True,0.001,0.015
1,5,20,0.0,0.0,1,propagule,5347,0,0,0.07349915840658314,True,0.001,0.015
1,5,21,0.0,0.0,1,propagule,5241,0,0,0.07288685365388285,True,0.001,0.015
1,5,22,0.0,0.0,1,propagule,5172,0,0,0.07501933488012374,True,0.001,0.015
1,5,23,0.0,0.0,1,propagule,5062,0,0,0.07487159225602529,True,0.001,0.015
1,5,24,0.0,0.0,1,propagule,5024,0,0,0.0758359872611465,True,0.001,0.015
1,5,25,0.0,0.0,1,propagule,4901,0,0,0.07529075698836972,True,0.001,0.015
1,5,26,0.0,0.0,1,propagule,4863,0,0,0.07670162451161834,True,0.001,0.015
1,5,27,0.0,0.0,1,propagule,4769,0,0,0.07905221220381631,True,0.001,0.015
1,5,28,0.0,0.0,1,propagule,4715,0,0,0.08292682926829269,True,0.001,0.015
1,5,29,0.0,0.0,1,propagule,4660,0,0,0.08540772532188841,True,0.001,0.015
1,5,30,0.0,0.0,1,propagule,4646,0,0,0.08889367197589323,True,0.001,0.015
1,5,31,0.0,0.0,1,propagule,4612,0,0,0.08933217692974849,True,0.001,0.015
1,5,32,0.0,0.0,1,propagule,4543,0,0,0.09024873431653092,True,0.001,0.015
1,5,33,0.0,0.0,1,propagule,4476,0,0,0.09204647006255585,True,0.001,0.015
1,5,34,0.0,0.0,1,propagule,4434,0,0,0.09224176815516463,True,0.001,0.015
1,5,35,0.0,0.0,1,propagule,4380,0,0,0.09360730593607305,True,0.001,0.015
1,5,36,0.0,0.0,1,propagule,4347,0,0,0.09546813894639981,True,0.001,0.015
1,5,37,0.0,0.0,1,propagule,4262,0,0,0.0957297043641483,True,0.001,0.015
1,5,38,0.0,0.0,1,propagule,4211,0,0,0.09712657326050819,True,0.001,0.015
1,5,39,0.0,0.0,1,propagule,4166,0,0,0.0972155544887182,True,0.001,0.015
1,5,40,0.0,0.0,1,propagule,4132,0,0,0.0989835430784124,True,0.001,0.015
1,5,41,0.0,0.0,1,propagule,4079,0,0,0.09904388330473156,True,0.001,0.015
1,5,42,0.0,0.0,1,propagule,4049,0,0,0.10076562114102247,True,0.001,0.015
1,5,43,0.0,0.0,1,propagule,4053,0,0,0.13693560325684678,True,0.001,0.015
1,5,44,0.0,0.0,1,propagule,3792,0,0,0.12341772151898735,True,0.001,0.015
1,5,45,0.0,0.0,1,propagule,3714,0,0,0.12116316639741519,True,0.001,0.015
1,5,46,0.0,0.0,1,propagule,3669,0,0,0.12373943853911147,True,0.001,0.015
1,5,47,0.0,0.0,1,propagule,3630,0,0,0.12369146005509642,True,0.001,0.015
1,5,48,0.0,0.0,1,propagule,3616,0,0,0.12914823008849557,True,0.001,0.015
1,5,49,0.0,0.0,1,propagule,3594,0,0,0.13160823594880355,True,0.001,0.015
1,5,50,0.0,0.0,1,propagule,3561,0,0,0.13395113732097724,True,0.001,0.015
1,5,51,0.0,0.0,1,propagule,3541,0,0,0.13611974018638803,True,0.001,0.015
1,5,52,0.0,0.0,1,propagule,3534,0,0,0.1372382569326542,True,0.001,0.015
1,6,1,0.0,0.0,1,propagule,3514,0,0,0.14143426294820718,True,0.001,0.015
1,6,2,0.0,0.0,1,propagule,3482,0,0,0.1427340608845491,True,0.001,0.015
1,6,3,0.0,0.0,1,propagule,3459,0,0,0.14281584272911246,True,0.001,0.015
1,6,4,0.0,0.0,1,propagule,3431,0,0,0.14398134654619643,True,0.001,0.015
1,6,5,0.0,0.0,1,propagule,3418,0,0,0.14686951433586892,True,0.001,0.015
1,6,6,0.0,0.0,1,propagule,3375,0,0,0.14637037037037037,True,0.001,0.015
1,6,7,0.0,0.0,1,propagule,3353,0,0,0.14703250820161048,True,0.001,0.015
1,6,8,0.0,0.0,1,propagule,3344,0,0,0.1486244019138756,True,0.001,0.015
1,6,9,0.0,0.0,1,propagule,3323,0,0,0.15046644598254588,True,0.001,0.015
1,6,10,0.0,0.0,1,propagule,3301,0,0,0.15268100575583157,True,0.001,0.015
1,6,11,0.0,0.0,1,propagule,3276,0,0,0.15445665445665446,True,0.001,0.015
1,6,12,0.0,0.0,1,propagule,3245,0,0,0.15408320493066255,True,0.001,0.015
1,6,13,0.0,0.0,1,propagule,3210,0,0,0.15358255451713396,True,0.001,0.015
1,6,14,0.0,0.0,1,propagule,3179,0,0,0.15508021390374332,True,0.001,0.015
1,6,15,0.0,0.0,1,propagule,3164,0,0,0.15644753476611883,True,0.001,0.015
1,6,16,0.0,0.0,1,propagule,3135,0,0,0.15566188197767145,True,0.001,0.015
1,6,17,0.0,0.0,1,propagule,3118,0,0,0.1568313021167415,True,0.001,0.015
1,6,18,0.0,0.0,1,propagule,6873,0,0,0.07114797031863815,True,0.001,0.015
1,6,19,0.0,0.0,1,propagule,6744,0,0,0.07043297746144721,True,0.001,0.015
1,6,20,0.0,0.0,1,propagule,6641,0,0,0.07182653214877277,True,0.001,0.015
1,6,21,0.0,0.0,1,propagule,6481,0,0,0.07128529547909274,True,0.001,0.015
1,6,22,0.0,0.0,1,propagule,6371,0,0,0.07251608852613405,True,0.001,0.015
1,6,23,0.0,0.0,1,propagule,6238,0,0,0.07358127605001603,True,0.001,0.015
1,6,24,0.0,0.0,1,propagule,6149,0,0,0.0743210278093999,True,0.001,0.015
1,6,25,0.0,0.0,1,propagule,6084,0,0,0.07511505588428666,True,0.001,0.015
1,6,26,0.0,0.0,1,propagule,6030,0,0,0.07562189054726368,True,0.001,0.015
1,6,27,0.0,0.0,1,propagule,5949,0,0,0.07631534711716255,True,0.001,0.015
1,6,28,0.0,0.0,1,propagule,5892,0,0,0.07739307535641547,True,0.001,0.015
1,6,29,0.0,0.0,1,propagule,5811,0,0,0.07761142660471519,True,0.001,0.015
1,6,30,0.0,0.0,1,propagule,5698,0,0,0.07827307827307828,True,0.001,0.015
1,6,31,0.0,0.0,1,propagule,5619,0,0,0.0791955864032746,True,0.001,0.015
1,6,32,0.0,0.0,1,propagule,5493,0,0,0.0797378481703987,True,0.001,0.015
1,6,33,0.0,0.0,1,propagule,5392,0,0,0.08086053412462908,True,0.001,0.015
1,6,34,0.0,0.0,1,propagule,5337,0,0,0.08131909312347761,True,0.001,0.015
1,6,35,0.0,0.0,1,propagule,5278,0,0,0.08165971959075408,True,0.001,0.015
1,6,36,0.0,0.0,1,propagule,5196,0,0,0.08410315627405697,True,0.001,0.015
1,6,37,0.0,0.0,1,propagule,5123,0,0,0.0833495998438415,True,0.001,0.015
1,6,38,0.0,0.0,1,propagule,5072,0,0,0.08320189274447949,True,0.001,0.015
1,6,39,0.0,0.0,1,propagule,5039,0,0,0.08374677515380036,True,0.001,0.015
1,6,40,0.0,0.0,1,propagule,4988,0,0,0.08480352846832398,True,0.001,0.015
1,6,41,0.0,0.0,1,propagule,4949,0,0,0.08425944635279854,True,0.001,0.015
1,6,42,0.0,0.0,1,propagule,4913,0,0,0.0858945654386322,True,0.001,0.015
